city,timestamp,temperature_c,humidity_percent,heatwave_alert,rainfall_mm,current_load_percent,peak_load_percent,historical_failure_rate_percent,transformer_age_years,pressure_variance_percent,pipeline_age_years,recent_repairs_last_30_days,congestion_index,signal_failure_reports_last_7_days,population_density_per_km2,scenario_type,overall_failure_72h_label,power_failure_72h_label,transformer_overload_72h_label,water_failure_72h_label,traffic_failure_72h_label
Metrovale,2025-01-13T22:00:00+00:00,20.1,39.2,False,18.3,67.7,74.3,8.7,8.5,27.8,14.4,0,72.2,1,11200.0,baseline,1,1,1,0,1
Riverton,2025-01-13T23:00:00+00:00,39.1,53.8,True,0.2,95.6,96.6,8.2,9.6,10.7,24.5,0,88.8,6,8400.0,heatwave,1,1,1,0,1
Northbridge,2025-01-14T00:00:00+00:00,22.4,55.6,False,18.6,74.7,71.8,14.6,21.0,26.6,16.3,2,84.7,15,15800.6,high_density,0,1,0,0,1
Sunport,2025-01-14T01:00:00+00:00,28.2,54.2,False,78.0,81.1,70.6,21.5,34.5,48.9,15.9,5,75.0,4,13200.0,failure_event,1,1,1,1,1
Crestfield,2025-01-14T02:00:00+00:00,39.3,30.0,True,49.6,90.8,97.2,27.0,25.3,45.7,15.1,10,84.2,9,16947.0,compound,1,1,1,0,1
Lakehurst,2025-01-14T03:00:00+00:00,22.9,63.6,False,10.7,55.4,78.0,9.9,20.6,28.1,13.9,1,76.5,1,10100.0,baseline,1,0,0,0,0
Bayhaven,2025-01-14T04:00:00+00:00,43.0,37.3,True,7.9,92.4,96.6,10.1,20.4,22.3,31.4,4,82.4,3,14500.0,heatwave,1,1,1,1,1
Ironwood,2025-01-14T05:00:00+00:00,27.2,51.2,False,7.2,62.4,89.2,9.0,16.5,26.4,30.9,0,90.1,12,13364.6,high_density,0,1,1,1,1
Stonegate,2025-01-14T06:00:00+00:00,28.5,55.9,False,62.2,72.6,83.5,25.8,26.2,30.3,29.9,7,76.5,2,11700.0,failure_event,1,1,0,1,1
Hillford,2025-01-14T07:00:00+00:00,43.8,29.0,True,46.0,86.8,95.9,16.3,31.0,49.4,32.1,7,93.5,14,15630.5,compound,1,1,1,1,1
Metrovale,2025-01-14T08:00:00+00:00,26.5,42.2,False,17.9,63.0,85.2,11.5,12.1,14.2,33.0,3,67.2,4,11200.0,baseline,0,1,0,0,1
Riverton,2025-01-14T09:00:00+00:00,44.6,54.7,True,1.6,89.1,99.6,14.3,19.4,12.2,20.2,1,83.9,6,8400.0,heatwave,1,0,1,0,1
Northbridge,2025-01-14T10:00:00+00:00,25.2,44.1,False,17.9,70.6,71.2,14.7,19.6,38.7,21.5,1,80.4,6,15076.3,high_density,1,0,0,1,1
Sunport,2025-01-14T11:00:00+00:00,20.5,63.8,False,87.4,65.9,88.7,18.1,26.0,32.2,27.5,5,51.4,4,13200.0,failure_event,1,1,1,0,1
Crestfield,2025-01-14T12:00:00+00:00,38.1,51.9,True,77.1,89.9,92.6,19.0,39.0,41.9,19.8,9,84.2,11,17478.8,compound,1,1,1,1,1
Lakehurst,2025-01-14T13:00:00+00:00,34.4,64.1,False,11.7,74.8,71.8,9.0,21.8,29.6,18.2,1,52.8,6,10100.0,baseline,0,1,1,1,1
Bayhaven,2025-01-14T14:00:00+00:00,39.5,42.6,True,3.2,93.5,96.8,5.1,12.0,20.1,14.9,1,84.8,2,14500.0,heatwave,1,1,1,0,0
Ironwood,2025-01-14T15:00:00+00:00,25.4,46.4,False,16.3,66.7,83.5,10.9,12.4,32.6,12.3,1,92.9,8,16542.4,high_density,1,1,0,1,1
Stonegate,2025-01-14T16:00:00+00:00,21.1,68.1,False,65.2,73.2,89.0,16.7,31.2,45.4,30.0,10,77.7,6,11700.0,failure_event,1,1,1,1,1
Hillford,2025-01-14T17:00:00+00:00,42.3,47.4,True,61.9,92.5,97.7,24.8,31.8,37.5,21.1,4,92.7,6,15142.7,compound,1,1,1,0,1
Metrovale,2025-01-14T18:00:00+00:00,31.6,45.1,False,14.2,58.6,70.5,10.2,16.1,29.5,18.6,2,75.7,2,11200.0,baseline,1,1,1,1,0
Riverton,2025-01-14T19:00:00+00:00,38.7,50.9,True,6.1,92.8,92.8,10.5,18.6,23.4,33.9,1,78.3,5,8400.0,heatwave,1,1,1,0,1
Northbridge,2025-01-14T20:00:00+00:00,29.9,70.2,False,1.8,62.4,77.8,12.6,12.3,25.2,26.5,1,79.3,8,12516.2,high_density,1,0,0,1,1
Sunport,2025-01-14T21:00:00+00:00,25.2,46.6,False,38.7,77.3,82.2,17.5,34.5,37.1,33.9,5,51.8,1,13200.0,failure_event,1,1,1,1,0
Crestfield,2025-01-14T22:00:00+00:00,41.1,33.6,True,51.7,94.6,92.5,22.9,23.8,34.8,21.4,7,78.5,7,12365.2,compound,1,1,1,1,1
Lakehurst,2025-01-14T23:00:00+00:00,27.2,53.2,False,11.4,61.0,71.2,14.3,12.8,26.1,19.2,1,63.8,5,10100.0,baseline,0,0,1,0,1
Bayhaven,2025-01-15T00:00:00+00:00,38.1,26.9,True,4.7,86.6,95.5,6.0,14.1,22.1,31.7,4,83.4,4,14500.0,heatwave,1,1,1,1,1
Ironwood,2025-01-15T01:00:00+00:00,31.2,57.7,False,9.7,81.5,73.5,4.8,9.6,29.9,16.8,2,94.5,13,12474.8,high_density,1,0,1,0,1
Stonegate,2025-01-15T02:00:00+00:00,27.7,41.0,False,90.0,74.7,88.6,18.8,22.3,52.2,22.6,9,50.7,6,11700.0,failure_event,1,0,1,1,1
Hillford,2025-01-15T03:00:00+00:00,44.5,33.7,True,42.1,96.2,95.7,23.7,36.9,48.2,31.5,10,88.2,10,12081.7,compound,1,1,1,0,1
Metrovale,2025-01-15T04:00:00+00:00,26.8,53.8,False,4.3,62.0,76.8,8.7,23.3,13.9,19.6,1,71.8,6,11200.0,baseline,0,0,1,0,1
Riverton,2025-01-15T05:00:00+00:00,44.2,27.8,True,7.8,93.4,92.8,4.4,13.2,22.1,32.2,4,75.8,3,8400.0,heatwave,0,1,1,0,1
Northbridge,2025-01-15T06:00:00+00:00,21.2,67.9,False,1.3,67.1,87.2,14.4,8.6,37.3,31.0,0,78.8,10,13080.7,high_density,0,1,0,0,1
Sunport,2025-01-15T07:00:00+00:00,34.5,41.6,False,61.7,55.7,71.1,20.8,24.1,42.9,23.7,8,51.0,6,13200.0,failure_event,1,1,1,1,0
Crestfield,2025-01-15T08:00:00+00:00,45.7,33.6,True,51.6,95.1,92.2,16.8,22.9,46.0,27.2,5,84.5,13,15841.2,compound,1,1,1,1,1
Lakehurst,2025-01-15T09:00:00+00:00,20.3,58.3,False,12.1,60.3,81.5,5.9,11.8,27.0,23.4,2,48.1,1,10100.0,baseline,1,1,0,1,1
Bayhaven,2025-01-15T10:00:00+00:00,44.1,31.4,True,0.6,92.1,99.9,6.5,23.3,14.6,19.9,2,72.6,3,14500.0,heatwave,0,1,1,0,0
Ironwood,2025-01-15T11:00:00+00:00,32.3,65.4,False,8.2,67.5,73.1,5.5,16.5,30.0,25.2,1,80.6,10,12717.2,high_density,0,0,1,0,1
Stonegate,2025-01-15T12:00:00+00:00,30.6,54.5,False,48.4,69.4,87.5,20.0,37.5,33.7,15.4,9,66.1,5,11700.0,failure_event,1,1,1,0,1
Hillford,2025-01-15T13:00:00+00:00,44.4,27.1,True,53.5,92.9,99.6,18.5,23.4,50.8,25.5,7,89.3,12,11594.3,compound,1,1,1,1,1
Metrovale,2025-01-15T14:00:00+00:00,32.8,54.0,False,7.0,68.3,74.6,8.8,19.1,28.2,31.8,4,72.3,3,11200.0,baseline,0,1,0,0,1
Riverton,2025-01-15T15:00:00+00:00,45.0,29.4,True,7.9,95.0,94.1,8.4,11.3,17.7,18.9,1,79.2,3,8400.0,heatwave,1,1,0,0,0
Northbridge,2025-01-15T16:00:00+00:00,33.3,38.0,False,0.1,75.8,84.3,7.4,13.0,22.7,33.1,2,83.3,6,14928.0,high_density,1,1,1,1,1
Sunport,2025-01-15T17:00:00+00:00,23.3,74.9,False,44.2,79.0,74.5,20.1,25.7,33.0,26.6,6,56.2,6,13200.0,failure_event,1,0,1,1,1
Crestfield,2025-01-15T18:00:00+00:00,38.2,25.9,True,46.2,87.4,94.7,25.4,33.6,58.7,33.8,4,92.9,8,13505.1,compound,1,1,1,1,1
Lakehurst,2025-01-15T19:00:00+00:00,27.7,60.4,False,2.8,77.1,71.2,8.1,10.8,29.3,10.2,0,61.5,1,10100.0,baseline,0,0,1,0,1
Bayhaven,2025-01-15T20:00:00+00:00,45.3,34.4,True,3.0,93.5,93.4,14.8,9.2,20.2,18.5,1,87.2,2,14500.0,heatwave,1,1,1,1,1
Ironwood,2025-01-15T21:00:00+00:00,24.0,53.6,False,2.0,72.2,88.5,4.9,14.7,41.5,23.3,4,80.9,14,17329.6,high_density,0,1,0,0,1
Stonegate,2025-01-15T22:00:00+00:00,30.2,38.5,False,87.8,74.0,86.6,17.3,27.3,37.9,22.8,4,59.6,4,11700.0,failure_event,1,1,1,1,0
Hillford,2025-01-15T23:00:00+00:00,39.2,44.7,True,35.3,93.5,92.5,17.8,39.3,40.9,33.2,5,88.6,12,17881.9,compound,1,1,1,1,1
Metrovale,2025-01-16T00:00:00+00:00,30.3,64.3,False,11.8,79.2,86.7,4.3,10.6,11.5,19.9,3,71.4,6,11200.0,baseline,0,0,1,0,1
Riverton,2025-01-16T01:00:00+00:00,43.4,54.2,True,2.9,96.0,96.1,4.6,18.0,26.6,12.1,0,82.2,2,8400.0,heatwave,1,1,1,0,1
Northbridge,2025-01-16T02:00:00+00:00,29.1,63.5,False,17.7,78.6,72.6,12.1,8.5,30.8,12.1,1,81.9,8,13513.7,high_density,1,1,0,1,1
Sunport,2025-01-16T03:00:00+00:00,22.9,46.8,False,39.7,71.2,70.8,15.3,33.3,44.4,31.8,4,72.1,5,13200.0,failure_event,1,1,1,1,1
Crestfield,2025-01-16T04:00:00+00:00,39.3,35.7,True,63.8,88.8,93.1,21.7,30.2,36.3,18.3,5,87.9,9,15982.3,compound,1,1,1,1,1
Lakehurst,2025-01-16T05:00:00+00:00,27.2,50.3,False,4.4,80.1,80.7,9.9,17.1,25.5,21.4,4,46.7,1,10100.0,baseline,1,1,1,0,0
Bayhaven,2025-01-16T06:00:00+00:00,45.9,55.1,True,0.5,96.4,98.9,10.9,12.4,23.0,21.9,0,72.3,5,14500.0,heatwave,1,0,1,1,1
Ironwood,2025-01-16T07:00:00+00:00,31.1,53.7,False,5.6,71.9,76.6,13.3,10.5,23.5,32.7,3,81.0,7,17380.5,high_density,1,1,1,0,1
Stonegate,2025-01-16T08:00:00+00:00,25.0,68.3,False,35.4,59.1,82.9,27.9,22.5,55.1,33.8,5,45.1,2,11700.0,failure_event,1,1,1,0,1
Hillford,2025-01-16T09:00:00+00:00,44.5,27.6,True,80.5,94.3,92.5,16.0,34.0,51.9,29.6,4,95.5,11,15229.9,compound,1,1,1,1,1
Metrovale,2025-01-16T10:00:00+00:00,34.3,68.2,False,6.5,77.1,79.4,10.7,22.6,17.6,34.1,0,48.3,5,11200.0,baseline,1,0,1,0,0
Riverton,2025-01-16T11:00:00+00:00,42.3,44.5,True,0.6,91.6,96.6,9.5,9.0,13.3,23.5,0,86.7,4,8400.0,heatwave,0,1,1,0,1
Northbridge,2025-01-16T12:00:00+00:00,25.7,59.0,False,18.7,75.3,80.0,12.8,12.1,35.7,14.8,3,93.8,7,14209.6,high_density,1,0,0,0,1
Sunport,2025-01-16T13:00:00+00:00,26.4,71.2,False,47.9,78.3,76.0,24.1,30.8,31.8,21.6,10,68.3,2,13200.0,failure_event,1,0,1,1,0
Crestfield,2025-01-16T14:00:00+00:00,44.2,51.8,True,58.0,91.9,95.2,24.5,32.7,46.2,14.6,10,87.5,9,12210.5,compound,1,1,0,0,1
Lakehurst,2025-01-16T15:00:00+00:00,29.5,39.1,False,1.4,56.7,83.7,5.0,20.8,23.9,30.7,0,67.0,6,10100.0,baseline,0,1,1,0,1
Bayhaven,2025-01-16T16:00:00+00:00,44.4,36.5,True,0.2,88.1,96.4,7.2,18.8,27.0,28.0,0,71.8,2,14500.0,heatwave,1,1,1,0,1
Ironwood,2025-01-16T17:00:00+00:00,32.0,46.3,False,3.7,58.8,81.5,12.6,19.5,24.3,17.1,2,79.4,8,14578.1,high_density,1,1,1,0,1
Stonegate,2025-01-16T18:00:00+00:00,20.2,48.2,False,64.6,73.8,77.8,17.0,33.0,48.6,12.5,5,53.7,1,11700.0,failure_event,1,1,1,1,1
Hillford,2025-01-16T19:00:00+00:00,41.3,38.9,True,48.0,96.6,98.9,23.5,38.3,42.9,17.1,6,79.5,14,15397.1,compound,1,1,1,1,1
Metrovale,2025-01-16T20:00:00+00:00,32.7,53.9,False,6.2,68.8,78.5,6.0,22.3,20.6,33.4,0,66.3,1,11200.0,baseline,0,1,0,1,0
Riverton,2025-01-16T21:00:00+00:00,38.6,54.1,True,7.4,92.8,98.6,6.4,12.6,22.4,24.8,4,87.2,4,8400.0,heatwave,1,1,1,0,0
Northbridge,2025-01-16T22:00:00+00:00,23.2,73.7,False,15.6,65.8,73.3,7.3,21.8,32.2,25.8,2,83.5,10,12358.4,high_density,1,1,0,0,1
Sunport,2025-01-16T23:00:00+00:00,34.1,39.9,False,87.1,75.1,74.0,27.9,21.9,39.5,13.1,10,65.2,6,13200.0,failure_event,1,1,1,1,0
Crestfield,2025-01-17T00:00:00+00:00,44.6,36.0,True,51.2,89.5,94.4,22.1,21.9,54.4,19.7,5,93.8,7,17576.2,compound,1,1,1,1,1
Lakehurst,2025-01-17T01:00:00+00:00,24.7,44.7,False,1.5,74.2,70.2,6.6,23.6,26.5,26.5,4,46.6,6,10100.0,baseline,1,1,1,1,1
Bayhaven,2025-01-17T02:00:00+00:00,39.5,40.6,True,1.2,96.4,97.1,10.7,10.5,15.8,31.7,2,83.6,5,14500.0,heatwave,1,1,1,0,1
Ironwood,2025-01-17T03:00:00+00:00,23.9,64.3,False,3.6,81.8,87.5,13.9,19.1,35.0,27.2,1,92.3,14,15318.5,high_density,1,1,1,1,1
Stonegate,2025-01-17T04:00:00+00:00,27.0,55.8,False,84.1,79.1,89.7,19.0,32.5,46.6,21.3,4,50.0,4,11700.0,failure_event,1,1,1,1,0
Hillford,2025-01-17T05:00:00+00:00,41.9,56.0,True,64.6,88.9,94.9,25.4,24.5,37.8,19.9,5,80.0,6,13871.6,compound,1,1,1,1,1
Metrovale,2025-01-17T06:00:00+00:00,34.9,59.9,False,4.9,68.2,87.4,5.4,11.8,24.2,14.3,1,61.8,1,11200.0,baseline,0,1,0,0,0
Riverton,2025-01-17T07:00:00+00:00,43.8,31.3,True,4.9,90.2,98.7,8.4,15.4,10.2,27.0,2,71.4,1,8400.0,heatwave,0,1,1,0,0
Northbridge,2025-01-17T08:00:00+00:00,20.6,63.5,False,6.4,67.0,82.9,6.0,11.5,35.8,34.7,4,90.9,6,12095.3,high_density,1,1,1,1,1
Sunport,2025-01-17T09:00:00+00:00,25.7,61.2,False,35.3,73.9,76.5,19.8,38.0,35.7,18.2,8,58.7,3,13200.0,failure_event,1,1,1,1,1
Crestfield,2025-01-17T10:00:00+00:00,44.8,38.0,True,56.1,86.2,95.0,22.6,26.9,42.3,24.7,10,80.7,13,11616.0,compound,1,0,1,1,1
Lakehurst,2025-01-17T11:00:00+00:00,31.5,36.6,False,19.3,81.6,80.6,13.6,21.7,15.3,14.2,4,67.4,5,10100.0,baseline,1,1,0,0,1
Bayhaven,2025-01-17T12:00:00+00:00,38.3,39.1,True,5.6,96.6,93.9,8.6,16.5,28.5,26.6,3,86.1,2,14500.0,heatwave,1,1,1,1,1
Ironwood,2025-01-17T13:00:00+00:00,28.8,70.4,False,11.9,71.4,78.1,6.2,9.4,42.5,22.4,4,90.1,11,17751.7,high_density,0,1,0,0,1
Stonegate,2025-01-17T14:00:00+00:00,31.9,54.5,False,42.2,77.9,84.7,18.6,32.4,50.0,34.5,5,47.5,1,11700.0,failure_event,1,1,1,1,1
Hillford,2025-01-17T15:00:00+00:00,39.1,46.1,True,66.0,86.3,95.7,24.4,33.3,58.3,31.8,8,80.3,9,16496.2,compound,1,1,1,1,1
Metrovale,2025-01-17T16:00:00+00:00,21.4,57.2,False,12.9,62.9,89.0,5.8,8.8,12.5,13.5,1,55.5,1,11200.0,baseline,0,1,0,0,1
Riverton,2025-01-17T17:00:00+00:00,39.1,54.7,True,2.9,91.8,98.0,10.9,11.4,12.8,31.7,0,82.2,4,8400.0,heatwave,0,1,1,1,1
Northbridge,2025-01-17T18:00:00+00:00,30.8,51.5,False,7.6,61.6,86.6,13.6,14.9,28.8,21.6,1,89.3,15,17159.3,high_density,1,1,1,0,1
Sunport,2025-01-17T19:00:00+00:00,28.1,39.9,False,62.3,63.9,89.6,21.8,26.6,52.0,23.4,7,59.2,2,13200.0,failure_event,1,1,1,1,1
Crestfield,2025-01-17T20:00:00+00:00,43.2,56.7,True,89.3,86.5,97.1,24.0,25.5,53.6,27.5,8,92.9,7,14892.2,compound,1,1,1,1,1
Lakehurst,2025-01-17T21:00:00+00:00,28.8,66.8,False,15.0,55.7,84.1,6.5,19.7,11.3,34.7,1,73.9,2,10100.0,baseline,1,0,1,0,0
Bayhaven,2025-01-17T22:00:00+00:00,44.8,55.1,True,6.6,88.9,96.2,13.2,20.2,23.0,27.5,1,70.6,2,14500.0,heatwave,1,1,1,0,1
Ironwood,2025-01-17T23:00:00+00:00,28.3,49.7,False,0.7,64.3,77.8,12.6,10.2,28.1,34.8,4,88.8,10,14284.4,high_density,0,0,1,0,1
Stonegate,2025-01-18T00:00:00+00:00,30.0,46.6,False,71.0,75.7,83.0,24.6,31.7,57.8,20.0,6,75.9,2,11700.0,failure_event,1,1,1,0,0
Hillford,2025-01-18T01:00:00+00:00,40.4,39.1,True,62.3,88.1,99.6,22.9,23.1,32.7,22.8,8,78.1,11,11581.3,compound,1,1,1,1,1
Metrovale,2025-01-18T02:00:00+00:00,23.6,63.9,False,3.3,64.3,82.0,9.0,11.9,19.9,31.3,0,61.7,3,11200.0,baseline,0,1,1,0,1
Riverton,2025-01-18T03:00:00+00:00,41.8,52.8,True,3.7,93.1,99.0,9.9,13.1,15.0,19.9,4,89.2,5,8400.0,heatwave,1,0,1,1,1
Northbridge,2025-01-18T04:00:00+00:00,22.1,72.0,False,14.7,72.3,81.2,6.0,16.7,31.1,29.7,2,93.5,8,12171.8,high_density,0,1,1,1,1
Sunport,2025-01-18T05:00:00+00:00,26.1,72.3,False,79.7,72.9,82.8,20.9,22.2,51.9,20.3,10,48.6,2,13200.0,failure_event,0,1,0,1,1
Crestfield,2025-01-18T06:00:00+00:00,43.2,28.7,True,51.3,87.1,99.2,27.5,29.2,49.4,32.4,8,91.5,12,16015.0,compound,1,1,1,1,1
Lakehurst,2025-01-18T07:00:00+00:00,23.7,41.6,False,10.3,74.2,79.9,6.3,13.6,24.4,14.8,2,55.8,3,10100.0,baseline,0,0,1,0,1
Bayhaven,2025-01-18T08:00:00+00:00,40.3,42.6,True,4.0,89.2,99.7,8.4,8.4,28.8,33.6,2,83.9,4,14500.0,heatwave,1,1,1,1,1
Ironwood,2025-01-18T09:00:00+00:00,28.6,69.6,False,17.4,73.6,70.5,9.2,12.0,44.7,29.4,1,81.7,6,17142.6,high_density,1,1,1,0,1
Stonegate,2025-01-18T10:00:00+00:00,34.0,71.0,False,36.0,76.6,74.4,19.6,27.4,50.6,17.7,9,54.4,1,11700.0,failure_event,1,0,1,1,0
Hillford,2025-01-18T11:00:00+00:00,45.9,47.0,True,47.2,88.7,96.7,22.1,26.8,46.5,22.5,9,91.9,8,12784.5,compound,1,1,1,1,1
Metrovale,2025-01-18T12:00:00+00:00,27.7,61.5,False,4.7,66.3,88.8,12.9,8.6,19.6,11.2,0,70.4,3,11200.0,baseline,0,1,0,0,0
Riverton,2025-01-18T13:00:00+00:00,44.4,30.8,True,0.7,88.1,94.0,13.5,12.1,18.0,21.9,0,77.6,3,8400.0,heatwave,1,1,0,0,1
Northbridge,2025-01-18T14:00:00+00:00,33.4,50.1,False,15.1,61.6,88.4,5.8,12.6,34.4,31.1,1,94.0,16,11577.6,high_density,1,0,1,0,1
Sunport,2025-01-18T15:00:00+00:00,26.5,55.4,False,87.5,70.0,77.0,26.9,32.4,55.4,27.9,4,62.4,2,13200.0,failure_event,1,1,1,1,1
Crestfield,2025-01-18T16:00:00+00:00,42.4,48.1,True,78.6,87.4,96.4,24.0,23.2,55.8,13.2,10,81.8,14,12190.8,compound,1,1,1,1,1
Lakehurst,2025-01-18T17:00:00+00:00,34.3,69.9,False,16.2,57.4,87.1,11.8,20.1,25.1,25.9,3,78.0,6,10100.0,baseline,1,1,1,1,1
Bayhaven,2025-01-18T18:00:00+00:00,43.8,27.7,True,3.7,96.2,98.2,12.7,13.6,27.4,14.2,2,81.8,6,14500.0,heatwave,1,1,0,0,1
Ironwood,2025-01-18T19:00:00+00:00,24.9,43.5,False,9.0,66.1,86.3,13.4,9.6,22.9,20.3,1,89.6,11,15098.3,high_density,1,1,0,0,1
Stonegate,2025-01-18T20:00:00+00:00,32.1,67.0,False,83.5,62.8,81.7,15.3,21.9,46.9,14.0,9,64.7,6,11700.0,failure_event,1,1,1,1,1
Hillford,2025-01-18T21:00:00+00:00,45.8,27.4,True,81.2,94.5,98.4,25.5,29.4,57.9,17.3,9,88.8,7,16198.6,compound,1,1,0,1,1
Metrovale,2025-01-18T22:00:00+00:00,31.9,64.2,False,14.5,68.3,73.2,13.1,17.6,19.7,24.9,3,46.5,4,11200.0,baseline,0,1,0,0,0
Riverton,2025-01-18T23:00:00+00:00,44.4,28.3,True,6.7,92.1,92.1,14.5,18.3,18.4,21.1,3,73.6,1,8400.0,heatwave,0,1,1,0,1
Northbridge,2025-01-19T00:00:00+00:00,25.9,55.1,False,13.6,78.4,77.4,7.1,19.7,39.5,32.1,1,84.8,16,16511.5,high_density,1,1,1,1,1
Sunport,2025-01-19T01:00:00+00:00,24.9,50.7,False,36.8,75.3,73.6,19.7,28.9,42.5,26.1,6,51.9,3,13200.0,failure_event,1,0,1,1,1
Crestfield,2025-01-19T02:00:00+00:00,41.4,41.6,True,83.2,93.2,92.3,15.5,29.3,56.7,12.5,5,85.4,14,16472.1,compound,1,1,1,1,1
Lakehurst,2025-01-19T03:00:00+00:00,21.3,71.7,False,14.5,59.8,78.4,6.0,18.7,19.1,15.9,3,70.5,2,10100.0,baseline,0,1,0,0,0
Bayhaven,2025-01-19T04:00:00+00:00,44.5,51.3,True,2.9,95.9,92.4,10.5,19.8,23.3,18.5,1,82.6,1,14500.0,heatwave,0,0,1,1,1
Ironwood,2025-01-19T05:00:00+00:00,34.0,38.3,False,1.0,79.0,78.2,8.3,8.5,42.4,10.3,0,88.6,9,13774.2,high_density,1,0,1,1,1
Stonegate,2025-01-19T06:00:00+00:00,21.7,43.1,False,59.7,78.5,78.2,22.4,39.4,45.6,26.7,6,48.7,1,11700.0,failure_event,1,1,1,1,0
Hillford,2025-01-19T07:00:00+00:00,41.0,57.0,True,41.6,90.9,98.8,21.1,37.0,59.6,11.3,5,81.8,8,13511.3,compound,1,1,1,1,1
Metrovale,2025-01-19T08:00:00+00:00,33.1,48.3,False,10.4,80.6,75.3,12.3,23.5,19.3,33.6,1,66.8,3,11200.0,baseline,1,0,0,1,1
Riverton,2025-01-19T09:00:00+00:00,44.5,58.8,True,4.9,88.3,97.0,8.5,11.8,25.6,15.6,4,77.9,3,8400.0,heatwave,1,1,1,1,1
Northbridge,2025-01-19T10:00:00+00:00,33.3,36.3,False,5.5,73.7,85.4,12.7,21.1,39.4,16.1,1,93.7,13,12890.9,high_density,0,1,0,0,1
Sunport,2025-01-19T11:00:00+00:00,32.4,58.3,False,83.7,79.3,77.2,24.6,28.0,59.6,12.5,5,52.5,1,13200.0,failure_event,1,1,1,0,1
Crestfield,2025-01-19T12:00:00+00:00,41.0,35.8,True,50.8,88.9,98.0,18.9,27.7,42.6,27.3,10,82.5,10,15357.6,compound,1,1,1,1,1
Lakehurst,2025-01-19T13:00:00+00:00,30.6,57.2,False,0.9,63.1,71.1,12.4,9.0,12.2,25.5,1,69.0,1,10100.0,baseline,1,0,1,1,0
Bayhaven,2025-01-19T14:00:00+00:00,40.1,28.0,True,5.3,96.6,93.5,9.9,14.8,11.0,17.9,2,87.9,1,14500.0,heatwave,1,1,1,0,1
Ironwood,2025-01-19T15:00:00+00:00,20.8,45.0,False,13.3,74.9,88.4,12.8,14.5,29.1,13.3,3,82.9,6,11561.2,high_density,0,1,1,0,1
Stonegate,2025-01-19T16:00:00+00:00,26.3,39.0,False,38.9,67.7,88.2,26.1,23.0,41.6,12.1,6,48.9,4,11700.0,failure_event,1,1,1,1,1
Hillford,2025-01-19T17:00:00+00:00,43.2,54.1,True,56.8,87.0,98.5,15.9,28.6,59.8,13.2,8,93.2,14,15241.0,compound,1,1,1,1,1
Metrovale,2025-01-19T18:00:00+00:00,34.1,57.0,False,6.0,77.2,74.8,7.3,21.7,26.1,17.6,4,68.3,3,11200.0,baseline,1,0,1,0,0
Riverton,2025-01-19T19:00:00+00:00,39.7,51.0,True,4.0,91.6,99.2,14.5,12.2,10.6,24.4,1,73.8,1,8400.0,heatwave,1,1,1,1,1
Northbridge,2025-01-19T20:00:00+00:00,33.6,69.8,False,1.5,67.0,77.0,4.4,19.1,43.8,15.2,4,79.1,9,16077.0,high_density,0,0,1,1,1
Sunport,2025-01-19T21:00:00+00:00,32.3,69.5,False,61.5,78.4,88.6,20.9,31.1,35.8,12.4,6,68.5,1,13200.0,failure_event,1,1,1,1,0
Crestfield,2025-01-19T22:00:00+00:00,42.9,36.3,True,79.8,94.2,93.5,25.8,31.3,46.8,24.0,10,93.1,12,15108.4,compound,1,1,1,1,1
Lakehurst,2025-01-19T23:00:00+00:00,28.3,57.7,False,15.4,70.3,84.6,8.3,11.5,25.0,26.5,3,71.4,4,10100.0,baseline,1,0,1,0,0
Bayhaven,2025-01-20T00:00:00+00:00,39.0,56.5,True,7.8,92.5,95.2,4.5,23.5,22.7,15.2,0,80.1,2,14500.0,heatwave,1,1,1,0,1
Ironwood,2025-01-20T01:00:00+00:00,32.9,67.9,False,12.2,59.9,70.6,9.1,19.7,36.4,32.2,4,88.5,12,17465.9,high_density,1,0,0,1,1
Stonegate,2025-01-20T02:00:00+00:00,23.5,37.9,False,54.3,55.4,86.3,27.1,34.4,44.1,15.9,9,48.5,1,11700.0,failure_event,0,1,1,1,1
Hillford,2025-01-20T03:00:00+00:00,41.1,48.0,True,53.1,94.9,99.1,22.8,31.3,34.1,30.1,6,78.5,7,16842.8,compound,1,1,1,1,1
Metrovale,2025-01-20T04:00:00+00:00,24.3,73.8,False,15.5,79.8,79.3,13.4,9.3,10.2,10.6,0,74.3,6,11200.0,baseline,0,0,1,0,1
Riverton,2025-01-20T05:00:00+00:00,41.8,54.9,True,1.6,92.6,98.6,9.7,22.1,20.1,10.6,3,77.2,3,8400.0,heatwave,1,1,1,0,0
Northbridge,2025-01-20T06:00:00+00:00,24.8,60.0,False,6.0,72.8,78.0,5.7,20.6,29.2,26.5,1,89.9,13,11738.8,high_density,0,1,1,1,1
Sunport,2025-01-20T07:00:00+00:00,20.2,43.7,False,50.2,64.0,87.3,16.5,31.1,34.6,13.0,9,50.4,5,13200.0,failure_event,1,1,1,1,0
Crestfield,2025-01-20T08:00:00+00:00,43.4,43.7,True,40.3,92.0,93.0,19.6,30.1,30.2,10.1,6,84.7,7,16883.6,compound,1,1,1,1,1
Lakehurst,2025-01-20T09:00:00+00:00,29.2,58.2,False,15.9,70.7,85.9,8.9,22.0,29.8,30.3,0,67.7,6,10100.0,baseline,0,1,1,0,1
